label,generator,y,fft_low_energy_mean,fft_low_energy_std,fft_low_energy_p90,fft_mid_energy_mean,fft_mid_energy_std,fft_mid_energy_p90,fft_high_energy_mean,fft_high_energy_std,fft_high_energy_p90,fft_high_low_ratio_mean,fft_high_low_ratio_std,fft_high_low_ratio_p90,glcm_contrast_mean,glcm_contrast_std,glcm_contrast_p90,glcm_homogeneity_mean,glcm_homogeneity_std,glcm_homogeneity_p90,glcm_energy_mean,glcm_energy_std,glcm_energy_p90,glcm_correlation_mean,glcm_correlation_std,glcm_correlation_p90,residual_std_mean,residual_std_std,residual_std_p90,residual_mean_mean,residual_mean_std,residual_mean_p90,residual_kurtosis_mean,residual_kurtosis_std,residual_kurtosis_p90,residual_entropy_mean,residual_entropy_std,residual_entropy_p90,corr_y_cr_mean,corr_y_cr_std,corr_y_cr_p90,corr_y_cb_mean,corr_y_cb_std,corr_y_cb_p90,corr_cr_cb_mean,corr_cr_cb_std,corr_cr_cb_p90,stat_mean_mean,stat_mean_std,stat_mean_p90,stat_std_mean,stat_std_std,stat_std_p90,stat_skew_mean,stat_skew_std,stat_skew_p90,stat_kurtosis_mean,stat_kurtosis_std,stat_kurtosis_p90
0,Wukong,0,5.352894861662568,1.7299139232630738,7.487259176852225,3.998099053650771,1.6288872339221176,6.115304312692366,3.327377608950516,1.4763972571565933,5.356280291722139,0.5974471577959047,0.0869370224398468,0.7131851344885239,1.8294998518794103,2.5838847102517764,4.796519707420005,0.8719465403562862,0.12921110179669207,0.9916712923595363,0.5017027960719636,0.23450507568271686,0.8029727595492604,0.9222347994559701,0.06584123354467124,0.96249992614108,12.280748846456857,14.079855168010349,30.553189448719586,5.8681793212890625,7.161950734302546,15.692138671875,12.229478797928778,10.999106663904122,27.16177956283685,1.6292599842699587,0.4363178613599033,2.254424034462577,0.5069359050565048,0.525917528156317,0.9653550529330124,-0.38774394894465236,0.4671652090697761,0.3033525741788504,-0.7923735182863265,0.2935554766690747,-0.6058564164794895,100.67080688476562,18.030328776636154,123.6126708984375,20.393811286122684,19.13012015742224,46.2118773225288,0.20998752456588216,0.4407199307247125,0.9134725134320467,-0.1987900837884876,1.2391288089651322,1.4361045238022097
1,Wukong,1,7.4195137650510485,0.9299552840979698,8.435799896100335,6.33096594640979,0.9471122748855121,7.501857986500799,5.714008247993605,0.9594449852473202,6.925868954769716,0.7676326731004405,0.056595875122173143,0.8356905722561192,19.231401208486886,21.286186389988554,50.44264632936517,0.7697181806673686,0.12398013822446388,0.8925194919677063,0.381895090478379,0.13234741020847524,0.48565981780498824,0.8575677857181878,0.11502589912492284,0.9678540719736136,60.93931275872344,45.38405356837102,127.15920601031493,29.17669677734375,26.103724809215887,66.396484375,47.87571956518214,116.22200263353076,70.49147002339393,1.9932374350526996,0.7205489678079835,2.965528107009302,-0.06981249931853808,0.6524598767234319,0.8186897357014955,0.5280977501382562,0.318369365115242,0.8888087704982686,0.28133555562807866,0.6087062082787548,0.9639533096813941,165.8842315673828,43.551032241423314,219.564697265625,59.600568896234364,31.80326136359282,94.34400804653416,-1.2915808444015624,2.1633680431668165,0.22874310559105998,9.085475270263972,27.50621790628911,26.046347732043774
1,SDv14,1,7.1885876207310435,0.39784130247356586,7.595050969719029,5.751887546845724,0.19311862633587043,5.9528192674760385,5.204967177489788,0.15296274316553882,5.408500850305308,0.7263160276610693,0.04595279598511565,0.8009977468756232,2.5300371088829055,0.9274879271317457,3.5235575711766205,0.6983848049354993,0.04657106188488954,0.7515530959046908,0.2580819477396423,0.0878135152181098,0.3341137043755075,0.9299940320510587,0.06357665259990683,0.9848313424969187,20.78886028833805,3.5920050619643416,25.541572794401127,14.037551879882812,2.7116900180375256,17.793212890625,10.43474702195974,6.364535572441567,16.93765243407111,2.673666941394923,0.25951731587135046,2.9007440554494006,-0.29892867397871403,0.7004278962812142,0.7334809110508056,0.19839961112318494,0.6563713579871067,0.9367746888935999,-0.9425058211568735,0.06537479533549279,-0.8563920430429665,97.28843688964844,50.42512074387215,163.068603515625,49.03876000151604,25.27282576030672,76.9172927196021,0.2274060434077084,1.6195487376519497,2.055791839058419,2.7639356947801845,5.226983412278808,11.193948875624175
0,Wukong,0,7.272033628433613,0.8692076022574428,7.952050520261545,6.317736842995837,0.874708013201143,7.066674042894034,5.825963950871316,0.8957624352579436,6.530491443073008,0.7974606023639426,0.05280449437941341,0.8574007500216274,11.624485945275111,8.653565222563032,23.509490051807788,0.5902678556162595,0.20865117388375873,0.9440529324844674,0.24108713312858568,0.15912751965652372,0.5167469307793688,0.781386170069271,0.09413359587380656,0.8737759302555232,61.26510938016529,28.314411947582176,91.86227914104535,37.604827880859375,20.82818035790795,59.8603515625,24.179648217179526,53.18602302844859,61.89029352201612,2.4709246339418165,0.8056927146357815,3.2692973343995386,-0.26719630024880975,0.29992099359101715,0.0466896344454374,0.22139466074702197,0.38902868343630054,0.6024687680319654,-0.6906182469284496,0.23748723145975548,-0.4420311613703851,103.62321472167969,29.130608555940515,137.714599609375,37.02580640492094,15.621945226976331,53.187137871577,1.0677316265276482,2.4865810487758346,3.820163170548518,9.013896792522395,24.971754292560107,26.714391292017087
0,SDv15,0,7.4496831686600675,0.5006472287672773,8.047456026120155,6.400513351992469,0.46638854298341953,7.010122480509752,5.6329252924570525,0.4976446653563759,6.28777789976964,0.7561086306572444,0.04300236878442421,0.7965801156806748,10.568844027049494,8.169750877654005,22.27504763479471,0.5692715247054931,0.14554313353167686,0.7284868771631443,0.20734471745888788,0.13235302631439347,0.36061748960068374,0.8307049973890959,0.08029645944835692,0.9441110167953656,48.64136053000834,21.097727143391506,78.81401431792071,30.318557739257812,16.283579623127128,54.054931640625,10.91533160109265,12.185474412534278,16.511025739987033,2.5609674858759783,0.5578180515805652,3.104365684268775,-0.42971566664341176,0.32016965214343057,-0.0017229999297002085,0.2330863503866629,0.4086088231434995,0.7364189182342797,-0.7318179275693801,0.17758644176358288,-0.5535418454662118,136.16493225097656,29.05729792872162,178.2861328125,42.88560494180443,14.579484865621348,63.36771512289998,-0.6280135584068649,1.0093832863644119,0.3341861625926646,0.9642735658246956,2.628151414292982,3.79409731268113
0,SDv15,0,7.009851546813671,0.6106925078013631,7.760054612554866,6.163495871820558,0.38055534399335395,6.609902896788704,5.681311886868851,0.23747712973489551,5.950337680943159,0.815627200043912,0.06804337003334632,0.9184385526121106,5.7777225401155885,5.598613907757165,14.144014550264563,0.6414118954166323,0.07945998277973149,0.735796405854639,0.2101623378213111,0.047419004905508426,0.2781837294873829,0.7971545504384562,0.1586662806398357,0.9317161233162841,38.21547798042112,13.26292566345588,56.4982429898686,23.00238037109375,7.2596658241056256,32.7952880859375,18.81945933978576,32.20498903947401,34.52207218515729,2.593471720717311,0.5960425847759608,3.409850280134945,-0.20553947129475453,0.5310614839959849,0.44845884983664064,-0.1561208327555575,0.4221551267042902,0.39039956508188695,-0.38262274106500754,0.4549623130982631,0.21681084011690382,97.8759765625,29.581598990337437,133.5010986328125,33.38333432336457,18.39077504128146,59.595234731620025,0.32444804310524045,1.0977692083376744,1.3151661039817786,1.207149933514616,2.4010977593790943,3.510210572740396
0,GLIDE,0,7.607782435627241,0.31651079246876673,7.934509100627942,6.502101205813396,0.45435786546259577,6.951448243021144,5.995272159941898,0.5631528466324407,6.54640006463976,0.7867624620719949,0.05100525778305599,0.8296955142260916,12.231304696357725,8.857597232096898,25.127616961136354,0.4864033202090988,0.17334806838966244,0.6870028938567907,0.14714884182739763,0.12285725817306171,0.2842907193203798,0.8485931234592227,0.11097458534939263,0.9727570573730044,59.27464284980004,27.86165572289314,98.63544997124592,40.23918151855469,23.510478741322537,74.767333984375,9.09972313448925,13.460506531610816,16.555385304132365,2.793745813750848,0.500037903136419,3.341650172686135,0.345395468941192,0.3331232619752509,0.7883488659672608,-0.5130964784341151,0.22625330151603906,-0.20581480564821863,-0.7827578787408356,0.19750776265793088,-0.7319613483000547,84.83799743652344,29.418743065479166,126.650146484375,53.412339465093545,8.79999254621354,63.86414013612808,0.4099593007579766,0.653083844857212,1.278222330792367,-0.28641450626542037,1.2176894563018636,0.8064213177476702
0,VQDM,0,7.924295150694423,0.3538741935756397,8.157951112726886,6.943980944167078,0.36641165214781823,7.328771150685839,6.377019294361849,0.28563732141671994,6.6273624040896735,0.805182205637405,0.025150696948786865,0.8250541322168017,27.838568670379075,15.017270161979125,41.278962250409485,0.5341181119467087,0.09718935111105034,0.6448885156863293,0.2042541593958093,0.10508766125118695,0.336667142097565,0.794817842112606,0.09521626790662616,0.9150014812048768,87.72841841681903,25.73963282609778,109.40039995842747,51.8524169921875,17.692815257063693,70.7664794921875,6.454456290868606,3.9239018330188697,13.139057382153183,2.678798289299761,0.3506878730914006,3.154691323428087,-0.0969054333492206,0.2553648665445639,0.2657297635471872,0.0502236149306573,0.26241641917243574,0.35710741655098305,-0.8936578491107365,0.11083725510137075,-0.6909335651515143,108.36497497558594,43.855989452191,160.70556640625,65.42806540199815,13.575552414803312,81.26455253717702,0.09989880005787982,0.8740578000498477,1.0658436125229167,-0.3515761034350867,1.3224543760378713,1.9253791168220742
0,SDv14,0,6.123332239492202,0.6220704266934295,6.925775368393219,4.971922644759333,0.2853232120542916,5.2962578561609,4.463473653390982,0.2486111582514071,4.714609484261956,0.7336419156174643,0.05652801846890705,0.79245280334513,1.6621295508944323,1.9459019592108653,3.9827446893109086,0.7690655462876066,0.08402889670414412,0.8616716240124198,0.27744787231166046,0.09816982214007916,0.37463253343270786,0.9337514329396948,0.038660782796416465,0.9728340527769854,13.011261541897552,6.866626811245793,23.24975812915165,8.7257080078125,3.7641412504658858,14.338134765625,4.488783444219375,3.8925826768164913,10.01271172538706,3.073907404645248,0.27560337221601067,3.4735573031596756,-0.15838734050378292,0.3972965142117572,0.39040227776638703,0.2692299115243325,0.43572940826514733,0.6605257085186333,-0.5408257729642945,0.4095856115250325,0.035268539448406154,103.39857482910156,39.63930195647787,157.1553955078125,25.732990287912774,11.822952432414136,41.75175185402392,-0.014134778936118142,1.174505888348934,1.3379687467855073,1.2554997496369815,1.907715752836009,3.849868132459279
0,SDv14,0,7.387291173966563,0.4379072568475187,7.970487537969458,6.594011678873624,0.48337512945690714,7.143751679877651,5.975166393335616,0.44780483515975533,6.39475206909545,0.8084617987955166,0.029068511765573745,0.8425937014497252,18.11987390804125,11.228123614837418,32.0764892762661,0.5397172851485287,0.10971350184094754,0.6703775390524064,0.14838800636050037,0.05205211215791398,0.21741552689960314,0.7124284224158056,0.20371105826826397,0.9221240445455865,73.0816834036599,28.285547768410627,104.43089714923804,44.5162353515625,19.945959066698514,68.72412109375,7.850549200830719,7.241035860379099,20.41384848444836,2.763792592218552,0.4456380604072453,3.2533674119356006,-0.3342802522979055,0.32876774394025365,0.012973298373648696,0.16075056427324963,0.39318171259619233,0.7836082259493017,-0.8618001335623992,0.09430446464985187,-0.714659645144722,116.64404296875,29.687743397769,157.5057373046875,47.39581794003644,14.679249350336125,69.53486897338757,-0.07804837266631319,0.39899980735215224,0.555485088879332,-0.6442938008763663,0.6995981335008915,-0.08573713494613555
1,Midjourney,1,6.575238314271232,0.41409543130375476,6.9865395277518285,5.336319123488169,0.3172658164280902,5.668048404288393,4.799655903269224,0.28834317938976445,5.098033024865081,0.7304504592159438,0.02188293053727339,0.7571063842758246,1.0104041797563934,0.5190032366027638,1.5729998307193247,0.7229085068779509,0.12083784354411459,0.9042057937847507,0.34643265129994066,0.25037771249925855,0.734023392952089,0.9215592491590798,0.052635034269807875,0.9777626055538818,14.449653276090775,4.354692512125386,19.4111967396642,10.939849853515625,4.075645231685891,15.1790771484375,2.670008439087309,4.1014833150466465,6.812501198353294,3.1843647586008936,0.4006456164769778,3.5385768962851722,0.25055195064963254,0.5113431977372541,0.7577145324144361,-0.060202993011104156,0.5173657034409758,0.7492948022646321,-0.39550877707825044,0.37445934379245305,0.11458015349199266,71.53965759277344,45.36532752597577,117.605712890625,24.313888712100333,13.265108110374655,44.63599237256469,0.7387885191247929,1.7177882457140556,3.166280500028715,3.519529308051303,6.615043810298263,11.839581350021444
0,Midjourney,0,7.342309499999616,0.32416604748352623,7.703960446002829,5.986712137337471,0.39944126936144386,6.4511018451523565,4.9683690221563745,0.39410683246873607,5.450056396042575,0.6761684414982108,0.03688742260044974,0.7266809213826821,3.9610599086278033,2.2593003601440493,6.659739937641725,0.7462426898442496,0.05851088635911108,0.8060881275391534,0.308544372144435,0.07114861583696996,0.36212296519608106,0.8960239738550767,0.10819735341754144,0.9789881077524882,27.531713468791637,10.970362567067417,39.97795875675644,13.615676879882812,6.108247701868509,21.6378173828125,19.545811184206023,10.262850395875677,31.596003306658336,2.123819590214983,0.34012409308194724,2.5178837771992257,0.3739177705736899,0.6851494258952906,0.9679947924143104,-0.5569606880663482,0.5751175174111657,0.3499693972135772,-0.7533189538533036,0.24750878597609785,-0.41217539497567196,137.8399658203125,32.18491997922262,170.94140625,47.008559360415674,19.451126346500338,69.63077830938943,-1.1903183630236156,1.075039161913447,-0.3436581618780258,1.8071065270715692,3.6713807044057174,5.773262460028832
